paper_title,author_names,year,publication_venue,index
adapt unsupervi stream mine,"spiros papadimitriou, anthony brockwell, christos faloutsos",2004,the vldb journal — the intern journal on veri larg data base,5390975920f70186a0dfe097
support topk join queri in relat databa,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2004,the vldb journal — the intern journal on veri larg data base,5390975920f70186a0dfe095
preserv map consist under schema chang,"yannis velegrakis, j. miller, lucian popa",2004,the vldb journal — the intern journal on veri larg data base,5390975920f70186a0dfe099
explor the tradeoff between perform and data fresh in databasedriven web server,"alexandros labrinidis, nick roussopoulos",2004,the vldb journal — the intern journal on veri larg data base,5390975920f70186a0dfe098
life scienc research and data management—what can they give each other,amarnath gupta,2004,acm sigmod record,5390975920f70186a0dfe2ab
databa manag for life scienc research,"h. v. jagadish, frank olken",2004,acm sigmod record,5390975920f70186a0dfe2ac
an optim algorithm for queri tree structur and it applic in bioinformat,"hsiao-fei liu, ya-hui chang, kun-mao chao",2004,acm sigmod record,5390975920f70186a0dfe2ad
a distribut databa for biomolecular imag,"ambuj k. singh, b. s. manjunath, robert f. murphy",2004,acm sigmod record,5390975920f70186a0dfe2b4
bioajax an exten framework for biolog data clean,"katherine g. herbert, narain h. gehani, william h. piel, jason t. l. wang, cathy h. wu",2004,acm sigmod record,5390975920f70186a0dfe2b2
pier an effici model for similar search in dna sequenc databa,"xia cao, shuai cheng li, beng chin ooi, anthony k. h. tung",2004,acm sigmod record,5390975920f70186a0dfe2b0
biofast challeng in explor link life scienc sourc,"jens bleiholder, felix naumann, zoé lacroix, louiqa raschid, hyma murthy, maria-esther vidal",2004,acm sigmod record,5390975920f70186a0dfe2b5
review of manag gigabyt compress and index document and imag by ian h witten alistair moffat and timothi c bell morgan kauffman 1999 519 pp isbn 1558605703,s. v. nagaraj,2004,acm sigmod record,5390975920f70186a0dfe2bb
jeffrey naughton speak out on databa system as control freak how to choo student how to choo problem how to get attent the import of be true to yourself and more,marianne winslett,2004,acm sigmod record,5390975920f70186a0dfe2b9
introduc an annot bibliographi on tempor and evolut aspect in the world wide web,fabio grandi,2004,acm sigmod record,5390975920f70186a0dfe2b7
databa tune principl experi and troubleshoot techniqu,"dennis shasha, philippe bonnet, nancy hartline bercich",2004,acm sigmod record,5390975920f70186a0dfe2bc
an ear look at xqueri api for java™ xqj,"andrew eisenberg, jim melton",2004,acm sigmod record,5390975920f70186a0dfe2ba
reminisc on influenti paper,kenneth a. ross,2004,acm sigmod record,5590e04a0cf25001c36efa09
report on the edbt04 workshop on databa technolog for handl xml inform on the web,"marco mesiti, barbara catania, giovanna guerrini, akmal chaudhri",2004,acm sigmod record,5390975920f70186a0dfe2bf
issu in mechan engin design manag,"dave hislop, zoé lacroix, gerald moeller",2004,acm sigmod record,5390975920f70186a0dfe2c0
automat composit wrapper generat for semistructur biolog data base on tabl structur identif,"liangyou chen, hasan m. jamil, nan wang",2004,acm sigmod record,5390975920f70186a0dfe2b3
spatial tempor and spatiotempor databa hot issu and direct for phd research,"john f. roddick, erik hoel, max j. egenhofer, dimitris papadias, betty salzberg",2004,acm sigmod record,5390975920f70186a0dfe2be
use reason to guid annot with gene ontolog term in goat,"michael bada, daniele turi, robin mcentire, robert stevens",2004,acm sigmod record,5390975920f70186a0dfe2ae
the genalg project develop a new integr data model languag and tool for manag and queri genom inform,"joachim hammer, markus schneider",2004,acm sigmod record,5390975920f70186a0dfe2b1
manag and analyz carbohydr data,"kiyoko f. aoki, nobuhisa ueda, atsuko yamaguchi, tatsuya akutsu, minoru kanehisa, hiroshi mamitsuka",2004,acm sigmod record,5390975920f70186a0dfe2af
acm sigmod record,unamed,2004,acm sigmod record,5590cf4f0cf25001c36eeff7
logicba web inform extract,"georg gottlob, christoph koch",2004,acm sigmod record,5390975920f70186a0dfe2b8
brand yourself,"richard snodgrass, merrie brucks",2004,acm sigmod record,5390975920f70186a0dfe2bd
mobil databa a select of open issu and research direct,"guy bernard, jalel ben-othman, luc bouganim, gérôme canals, sophie chabridon, bruno defude, jean ferrié, stéphane gançarski, rachid guerraoui, pascal molli, philippe pucheral, claudia roncancio, patricia serrano-alvarado, patrick valduriez",2004,acm sigmod record,5390975920f70186a0dfe2b6
the bea stream xqueri processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, j. carey, arvind sundararajan",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0dff268
acm sigmod record,unamed,2004,acm sigmod record,558e0b600cf2e6675805097a
civedi a custom virtual environ for databa interact,"pietro mazzoleni, elisa bertino, elena ferrari, stefano valtolina",2004,acm sigmod record,5390979920f70186a0dffb84
a denot semant for continu queri over stream and relat,"arvind arasu, jennifer widom",2004,acm sigmod record,5390979920f70186a0dffb82
an evalu of xml index for structur join,"hanyu li, mong li lee, wynne hsu, chao chen",2004,acm sigmod record,5390979920f70186a0dffb86
semant enrich web servic for the travel industri,"a. dogac, y. kabak, g. laleci, s. sinir, a. yildiz, s. kirbas, y. gurcan",2004,acm sigmod record,5390979920f70186a0dffb85
optim of data stream process,"janusz r. getta, ehsan vossough",2004,acm sigmod record,5390979920f70186a0dffb87
report on the 3rd web dynam workshop at www2004,"mark levene, alexandra poulovassilis",2004,acm sigmod record,5390979920f70186a0dffb8e
report on the workshop on metadata manag in grid and peertop system london decemb 16 2003,"kevin keenoy, alexandra poulovassilis, vassilis christophides, george loizou, giorgos kokkinidis, george samaras, nicolas spyratos",2004,acm sigmod record,5390979920f70186a0dffb8f
structur databa on the web observ and implic,"kevin chen-chuan chang, bin he, chengkai li, mitesh patel, zhen zhang",2004,acm sigmod record,5390979920f70186a0dffb8a
integr of biolog sourc current system and challeng ahead,"thomas hernandez, subbarao kambhampati",2004,acm sigmod record,5390979920f70186a0dffb89
advanc in sqlxml,"andrew eisenberg, jim melton",2004,acm sigmod record,5390979920f70186a0dffb8c
nestream queri nest stream,"damianos chatziantoniou, achilleas anagnostopoulos",2004,acm sigmod record,5390979920f70186a0dffb8b
report on the 9th acm symposium on access control model and technolog sacmat04,elena ferrari,2004,acm sigmod record,5390979920f70186a0dffb8d
a readon transact anomali under snapshot isol,"alan fekete, elizabeth o'neil, patrick o'neil",2004,acm sigmod record,5390979920f70186a0dffb83
reminisc on influenti paper,kenneth a. ross,2004,acm sigmod record,558ce80de4b0bb3102a0c8ac
phil bernstein speak out on trend at industri research lab what metadata manag product need peculiar of the tenur sytem how to fix the problem with databa research confer and more,marianne winslett,2004,acm sigmod record,5390979920f70186a0dffb88
guest editori to the special issu on data stream process,"johannes gehrke, m. hellerstein",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd7
track setexpress cardin over continu updat stream,"sumit ganguly, minos garofalakis, rajeev rastogi",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd5
balanc energi effici and qualiti of aggreg data in sensor network,"a. sharaf, jonathan beaver, alexandros labrinidis, k. chrysanthis",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd6
oper schedul in data stream system,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd2
retrospect on aurora,"hari balakrishnan, magdalena balazinska, don carney, uğur çetintemel, mitch cherniack, christian convey, eddie galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stan zdonik",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd3
find hot queri pattern over an xqueri stream,"huai yang, li lee, wynne hsu",2004,the vldb journal — the intern journal on veri larg data base,5390979920f70186a0e00cd4
the vldb journal — the intern journal on veri larg data base,unamed,2004,the vldb journal — the intern journal on veri larg data base,5590cdf40cf237666fc28cff
acm sigmod record,unamed,2004,acm sigmod record,5590dd290cf2ce4b6f3a0918
from semant integr to semant manag case studi and a way forward,"arnon rosenthal, len seligman, scott renner",2004,acm sigmod record,5390980720f70186a0e01e39
kanata adapt and evolut in data share system,"periklis andritsos, ariel fuxman, anastasios kementsietsidis, renée j. miller, yannis velegrakis",2004,acm sigmod record,5390980720f70186a0e01e37
match larg xml schema,"erhard rahm, hong-hai do, sabine maßmann",2004,acm sigmod record,5390980720f70186a0e01e36
a holist paradigm for larg scale schema match,"bin he, kevin chen-chuan chang",2004,acm sigmod record,5390980720f70186a0e01e35
book review column,karl aberer,2004,acm sigmod record,558e0a000cf2c779a64768b0
review of emerg and converg qualit novelti and the uniti of knowledg by mario bung univ of toronto press 2004 isbn 0802088600,haim kilov,2004,acm sigmod record,5390980720f70186a0e01e40
report on the first xqueri implement experi and perspect workshop ximep,"ioana manolescu, yannis papakonstantinou",2004,acm sigmod record,5390980720f70186a0e01e42
report on the seventh edbt summer school xml databa,"riccardo torlone, paolo atzeni",2004,acm sigmod record,5390980720f70186a0e01e41
introduct to the special issu on semant integr,"anhai doan, natalya f. noy, alon y. halevy",2004,acm sigmod record,5390980720f70186a0e01e33
industrialstrength schema match,"philip a. bernstein, sergey melnik, michalis petropoulos, christoph quix",2004,acm sigmod record,5390980720f70186a0e01e38
ontolog and semant for seamless connect,"michael uschold, michael gruninger",2004,acm sigmod record,5390980720f70186a0e01e3b
report on the first twent data manag workshop on xml databa and inform retriev,"djoerd hiemstra, vojkan mihajlović",2004,acm sigmod record,5390980720f70186a0e01e43
reminisc on influenti paper,kenneth a. ross,2004,acm sigmod record,5590da7c0cf2baaad9717432
automat direct and indirect schema map experi and lesson learn,"david w. embley, li xu, yihong ding",2004,acm sigmod record,5390980720f70186a0e01e34
multiplex fusionplex and autoplex three generat of inform integr,"amihai motro, jacob berlin, philipp anokhin",2004,acm sigmod record,5390980720f70186a0e01e3a
ubidata requir and architectur for ubiquit data access,"abdelsalam helal, joachim hammer",2004,acm sigmod record,5390980720f70186a0e01e3d
review of web servic by g alonso f casati h kuno and v machiraju springerverlag 2004 isbn 30540440089,dirk wodtke,2004,acm sigmod record,5390980720f70186a0e01e3f
c mohan speak out on r messag queue comput scienc in india how ari came about life as an ibm fellow and more,marianne winslett,2004,acm sigmod record,5390980720f70186a0e01e3e
semant integr a survey of ontologyba approach,natalya f. noy,2004,acm sigmod record,5390980720f70186a0e01e3c
binocular a system monitor framework,"fatih emekci, sezai e. tuna, divyakant agrawal, amr el abbadi",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e99
adapt sampl for sensor network,"ankur jain, edward y. chang",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e9a
optim of innetwork data reduct,"joseph m. hellerstein, wei wang",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e9e
procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,"alexandros labrinidis, samuel madden",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e98
predict filter a learningba approach to data stream filter,"vibhore kumar, brian f. cooper, shamkant b. navathe",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e9b
kpt a dynam knn queri process algorithm for locationawar sensor network,"julian winter, wang-chien lee",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03ea7
approxim uniform random sampl in sensor network,"boulat a. bash, john w. byers, jeffrey considine",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03e9d
activ rule for sensor databa,"m. zoumboulakis, g. roussos, a. poulovassilis",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03ea4
a framework for spatiotempor queri process over wireless sensor network,"alexandru coman, mario a. nascimento, jörg sander",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03ea5
missioncrit manag of mobil sensor or how to guid a flock of sensor,"goce trajcevski, peter scheuermann, herve brönnimann",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03ea6
region stream function macroprogram for sensor network,"ryan newton, matt welsh",2004,dmsn 04 procee of the 1st intern workshop on data manag for sensor network in conjunct with vldb 2004,5390980720f70186a0e03ea2
