paper_title,author_names,year,publication_venue,index
w3qs a queri system for the worldwid web,"david konopnicki, oded shmueli",1995,vldb,53e9aa16b7602d97033854d4
an interpol volum data model,"tianqiu wang, simone santini, amarnath gupta",2003,vldb,53e9ab4fb7602d97034df792
integr data manag for mobil servic in the real world,"christian hage, christian s. jensen, torben bach pedersen, laurynas speicys, igor timko",2003,vldb,53e9a3a5b7602d9702cb4c0c
ambientdb complex queri process for p2p network,caspar treijtel,2003,vldb phd workshop,53e99c19b7602d97024c579e
a nanotechnologybas approach to data storag,"evangelos eleftheriou, peter bächtold, giovanni cherubini, ajay dholakia, christoph hagleitner, t. loeliger, aggeliki pantazi, haralampos pozidis, t. r. albrecht, gerd karl binnig, michel despont, ute drechsler, urs dürig, bernd gotsmann, daniel jubin, walter häberle, mark a. lantz, hugo e. rothuizen, richard stutz, peter vettiger, dorothea wiesmann",2003,vldb,53e9ab32b7602d97034bc87f
schema and databas evolut in the o2 object databas system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb,53e9adfeb7602d970380564e
aqua a fast decis support system use approxim queri answer,"swarup acharya, phillip b. gibbons, viswanath poosala",1999,vldb,53e9b137b7602d9703bb69d8
select estim without the attribut valu independ assumpt,"viswanath poosala, yannis e. ioannidis",1997,vldb,53e9ba69b7602d9704687880
alia an activ learn led interact dedupl system,"sunita sarawagi, anuradha bhamidipaty, alok kirpal, chandra mouli",2002,vldb,53e9ae69b7602d970388616d
architectur of oracl parallel server,"roger bamford, d. butler, boris klots, n. macnaughton",1998,vldb,53e9ab31b7602d97034bad80
the zerodelay data warehous mobil heterogen databas,eva kühn,2003,vldb,53e9b070b7602d9703ad5245
chicago a test and evalu environ for coarsegrain optim,"tobias kraft, holger schwarz",2004,vldb,53e9acefb7602d97036cc3aa
integr heterogen overlap databas through objectori transform,"vanja josifovski, tore risch",1999,vldb,53e99d65b7602d970262044d
type classif of semistructur document,"markus tresch, neal palmer, allen luniewski",1995,vldb,53e9b381b7602d9703e63e4d
shoot star in the sky an onlin algorithm for skylin queri,"donald kossmann, frank ramsak, steffen rost",2002,vldb,53e9bddbb7602d9704a89971
enabl endus to construct dataintens websit from xml repositori an examplebas approach,"atsuyuki morishima, seiichi koizumi, hiroyuki kitagawa, satoshi takano",2001,vldb,53e9ab32b7602d97034bef0b
work and inform practic in the scienc of biodivers,geoffrey c. bowker,2000,vldb,53e9a40eb7602d9702d2c1fa
the continu saga of dbir integr,"ricardo a. baeza-yates, mariano p. consens",2004,vldb,53e9a238b7602d9702b3f983
vertic data migrat in larg nearlin document archiv base on markovchain predict,"achim kraiss, gerhard weikum",1997,vldb,53e9a8dbb7602d970322a19e
comput iceberg queri effici,"min fang, narayanan shivakumar, hector garcia-molina, rajeev motwani, jeffrey d. ullman",1998,vldb,53e999ffb7602d9702247e35
et tu xml the downfal of the relat empir abstract,philip wadler,2001,vldb,53e9a92ab7602d9703278b75
is websit manag a databas problem,"daniela florescu, alon y. levy, dan suciu",1998,vldb,53e9a576b7602d9702e9fa27
materi view select in a multidimension databas,"elena baralis, stefano paraboschi, ernest teniente",1997,vldb,53e99938b7602d9702177541
place a queri processor for handl realtim spatiotempor data stream,"mohamed f. mokbel, xiaopeng xiong, walid g. aref, susanne e. hambrusch, sunil prabhakar, moustafa a. hammad",2004,vldb,53e9b641b7602d97041a0ead
the databas group at univers of hagen fernuniversitaet,"gunter schlageter, thomas berkel, eberhard heuel, silke mittrach, andreas scherer, wolfgang wilkes",1995,sigmod record,53e9b365b7602d9703e48e19
exploit main memori dbms featur to improv realtim concurr control protocol,"özgür ulusoy, alejandro p. buchmann",1996,sigmod record,53e9abdab7602d9703592eb5
gio wiederhold speak out on move into academia in midcar how to be an effect consult whi you should be a program manag as a fund agenc the need for ontolog algebra and simul and more,marianne winslett,2001,sigmod record,53e9a97bb7602d97032d411e
componentbas ecommerc asses of current practic and futur direct,"martin bichler, arie segev, j. leon zhao",1998,sigmod record,53e9aa5cb7602d97033ce572
report on the edbt02 panel on scientif data integr,"omar boucelma, silvana castano, carole a. goble, vanja josifovski, zoé lacroix, bertram ludäscher",2002,sigmod record,53e9b213b7602d9703cab314
toward an ontologyenhanc inform filter agent,kwang mong sim,2004,sigmod record,53e9b732b7602d97042cd238
enhanc nearest neighbour search on the rtree,"king lum cheung, ada wai-chee fu",1998,sigmod record,53e9b0abb7602d9703b1978b
peertop research at stanford,"mayank bawa, brian f. cooper, arturo crespo, neil daswani, prasanna ganesan, hector garcia-molina, sepandar d. kamvar, sergio marti, mario t. schlosser, qi sun, patrick vinograd, beverly yang",2003,sigmod record,53e99d28b7602d97025dabf7
xml and inform retriev a sigir 2000 workshop,"david carmel, yoëlle s. maarek, aya soffer",2001,sigmod record,53e9abc5b7602d9703578ecd
appli databas visual to the world wide web,"masum z. hasan, alberto o. mendelzon, dimitra vista",1996,sigmod record,53e9b594b7602d97040da65c
an overview of data wareh and olap technolog,"surajit chaudhuri, umeshwar dayal",1997,sigmod record,53e9bb72b7602d97047b70c0
sigmod program review,richard t. snodgrass,2000,sigmod record,53e9981db7602d970203e320
a framework for semant gossip,"karl aberer, philippe cudré-mauroux, manfred hauswirth",2002,sigmod record,53e9ab07b7602d970348e012
data mine concept and techniqu book review,"fernando berzal galiano, nicolás marín",2002,sigmod record,53e9bd59b7602d97049f000f
data and knowledg base research at hong kong univers of scienc and technolog,"pamela drew, babak hamidzadeh, kamalakar karlapalem, alex chia-yee kean, dik lun lee, qing li, frederick h. lochovsky, chung-dak shum, beat wüthrich",1995,sigmod record,53e9a366b7602d9702c710cd
sensor the atom comput particl,vijay kumar,2003,sigmod record,53e9b550b7602d970408948c
btree page size when cach is consid,david b. lomet,1998,sigmod record,53e9b701b7602d970429a32c
dimac summer school tutori on new frontier in data mine,"dimitrios gunopulos, nick koudas",2001,sigmod record,53e9baf6b7602d97047284ad
manag and analyz carbohydr data,"kiyoko f. aoki, nobuhisa ueda, atsuko yamaguchi, tatsuya akutsu, minoru kanehisa, hiroshi mamitsuka",2004,sigmod record,53e9af46b7602d9703986ab6
report on xewa00 the xml enabl widearea search for bioinformat workshop,terence critchlow,2001,sigmod record,53e9b9b4b7602d97045aa66b
guest editor introduct,asuman dogac,2002,sigmod record,53e99aacb7602d9702325e7d
editor note,michael j. franklin,2000,sigmod record,53e99800b7602d970200b603
editor note,ling liu,2003,sigmod record,53e99800b7602d970200b604
semant interoper in global inform system a brief introduct to the research area and the special section,"aris m. ouksel, amit p. sheth",1999,sigmod record,53e9bddbb7602d9704a89963
chair messag,richard t. snodgrass,1999,sigmod record,53e99809b7602d970201f956
david dewitt speak out,marianne winslett,2002,sigmod record,53e99a04b7602d9702250b2d
wrap web data into xml,"wei han, david buttler, calton pu",2001,sigmod record,53e9b2d2b7602d9703d82c8d
conceptu model and specif generat for b2b busi process base on ebxml,hyoungdo kim,2002,sigmod record,53e9a01fb7602d97029056d6
report on ngits99 the 4th intern workshop on next generat inform technolog and system,opher etzion,1999,sigmod record,53e9b6a2b7602d97042174ec
a pictori queri languag for queri geograph databas use posit and olap oper,"elaheh pourabbas, maurizio rafanelli",2002,sigmod record,53e9b565b7602d970409d6df
chair messag,richard t. snodgrass,2000,sigmod record,53e99809b7602d970201f8e3
florida intern univers high perform databas research center,"naphtali rishe, wei sun 0002, david barton, yi deng, cyril u. orji, michael alexopoulos, leonard loureiro, carlos ordonez 0002, mario sanchez, artyom shaposhnikov",1995,sigmod record,53e99be3b7602d970248e2e6
fundament of data warehous 2nd revis and extend edit,vernon hoffner,2003,sigmod record,53e9a914b7602d9703263a5f
an annot bibliographi of benchmark for object databas,akmal b. chaudhri,1995,sigmod record,53e99d21b7602d97025d4bcd
krdb 98 the 5th intern workshop on knowledg represent meet databas,"alexander borgida, vinay k. chaudhri, martin staudt",1998,sigmod record,53e9a049b7602d970292d69c
a general techniqu for queri xml document use a relat databas system,"jayavel shanmugasundaram, eugene j. shekita, jerry kiernan, rajasekar krishnamurthy, stratis viglas, jeffrey f. naughton, igor tatarinov",2001,sigmod record,53e9a57db7602d9702ea7df6
editor note,michael j. franklin,1997,sigmod record,53e99800b7602d970200b5fd
introduct to constraint databas book review,bart kuijpers,2002,sigmod record,53e9b91eb7602d9704506aaf
on view and xml,serge abiteboul,1999,sigmod record,53e99b21b7602d97023b7d64
the design and perform evalu of altern xml storag strategi,"feng tian, david j. dewitt, jianjun chen 0001, chun zhang",2002,sigmod record,53e9b495b7602d9703f9b093
editor note,ling liu,2001,sigmod record,53e99800b7602d970200b603
tempor databas system implement,michael h. böhlen,1995,sigmod record,53e99addb7602d9702363885
an environment sensor network to determin drink water qualiti and secur,"anastassia ailamaki, christos faloutsos, paul s. fischbeck, mitchell j. small, jeanne m. vanbriesen",2003,sigmod record,53e9bb8db7602d97047d677b
emerg semant and the multimedia semant web,"william i. grosky, d. v. sreenath, farshad fotouhi",2002,sigmod record,53e9b88ab7602d970445a56b
move up the food chain support ecommerc applic on databas,anant jhingran,2000,sigmod record,53e9a0f3b7602d97029db9e5
hodfa an architectur framework for homogen heterogen legaci databas,"kamalakar karlapalem, qing li, chung-dak shum",1995,sigmod record,53e9b4bfb7602d9703fdb00f
reminisc on influenti paper,"richard t. snodgrass, laura m. haas, alberto o. mendelzon, z. meral özsoyoglu, jan paredaens, krithi ramamritham, nick roussopoulos, jennifer widom, philip s. yu",1998,sigmod record,53e99b0ab7602d970239c217
editor note,ling liu,2004,sigmod record,53e99800b7602d970200b601
report on fqas 2002 fifth intern confer on flexibl queri answer system,"amihai motro, troels andreasen",2003,sigmod record,53e99eaeb7602d970277811f
workflow histori manag,"pinar koksal, sena nural arpinar, asuman dogac",1998,sigmod record,53e9984bb7602d970207a805
report on the first intern workshop an effici webbas inform system,"zoé lacroix, omar boucelma",2003,sigmod record,53e9b30ab7602d9703dd0754
interview with pat seling,marianne winslett,2003,sigmod record,53e99aa6b7602d970231eaf7
adam a testb for explor the use of data mine in intrus detect,"daniel barbará, julia couto, sushil jajodia, ningning wu",2001,sigmod record,53e99e04b7602d97026c6306
book review databas tune principl experi and troubleshoot techniqu by denni shasha and philipp bonnet,nancy hartline bercich,2004,sigmod record,53e99cc1b7602d9702573d7d
editor note,jennifer widom,1996,sigmod record,53e99800b7602d970200b61b
advanc in sqlxml,"andrew eisenberg, jim melton",2004,sigmod record,53e99a49b7602d97022acf07
analysi of sigmod coauthorship graph,"mario a. nascimento, jörg sander, jeffrey pound",2003,sigmod record,53e9afdab7602d9703a2b275
chair messag,m. tamer özsu,2002,sigmod record,53e99809b7602d970201f8e7
databas research achiev and opportun into the 21st centuri,"abraham silberschatz, michael stonebraker, jeffrey d. ullman",1996,sigmod record,53e9bb01b7602d9704736aa3
too much middlewar,michael stonebraker,2002,sigmod record,53e9984fb7602d970208794b
assert belief in mls relat model,"nenad jukic, susan v. vrbsky",1997,sigmod record,53e9a22cb7602d9702b32326
sqlcli a new bind style for sql,"murali venkatrao, michael pizzo",1995,sigmod record,53e9bc87b7602d97049067f2
review of spatial databas with applic to gis by philipp rigaux michel scholl and agn voisard morgan kaufmann 2002,nancy wiegand,2003,sigmod record,53e99c4bb7602d97024f9a71
databas research at the univers of illinoi at urbanachampaign,"marianne winslett, kevin chen-chuan chang, anhai doan, jiawei han, chengxiang zhai, yuanyuan zhou",2002,sigmod record,53e9aa02b7602d970336f83b
replic db2 oracl or sybas,doug stacey,1995,sigmod record,53e9adcdb7602d97037d6798
lifestream a storag model for person data,"eric freeman, david gelernter",1996,sigmod record,53e9b666b7602d97041c780c
on multiresolut document transmiss in mobil web,"stanley m. t. yau, hong va leong, dennis mcleod, antonio si",1999,sigmod record,53e9aaecb7602d970346cf2a
the cougar approach to innetwork queri process in sensor network,"yong yao, johannes gehrke",2002,sigmod record,53e9ba6ab7602d970468d255
report on the workshop on metadata manag in grid and peertop system london decemb 16 2003,"kevin keenoy, alexandra poulovassilis, vassilis christophides, george loizou, giorgos kokkinidis, george samaras, nicolas spyratos",2004,sigmod record,53e9a627b7602d9702f57d83
whi decis support fail and how to fix it,"ralph kimball, kevin strehlo",1995,sigmod record,53e99beab7602d9702491f3b
tod special issu,richard t. snodgrass,2004,sigmod record,53e9984fb7602d9702084ef1
time manag for new faculti,"anastassia ailamaki, johannes gehrke",2003,sigmod record,53e9b572b7602d97040ab2e0
redesign distanc function and distancebas applic for high dimension data,charu c. aggarwal,2001,sigmod record,53e99cc2b7602d9702578f47
a studi on data point search for hgtree,"joseph k. p. kuan, paul h. lewis",1999,sigmod record,53e9bafbb7602d97047300c0
semant integr workshop at the 2nd intern semant web confer iswc2003,"anhai doan, alon y. halevy, natalya fridman noy",2004,sigmod record,53e9a869b7602d97031b4e84
spatial oper,"eliseo clementini, paolino di felice",2000,sigmod record,53e997c2b7602d9701fafd6b
quasar qualiti awar sens architectur,"iosif lazaridis, qi han, xingbo yu, sharad mehrotra, nalini venkatasubramanian, dmitri v. kalashnikov, weiwen yang",2004,sigmod record,53e9ad04b7602d97036e08d1
interview with jim gray,marianne winslett,2003,sigmod record,53e99aa6b7602d970231e863
mqseri and cic link for lotus note,unamed,1996,sigmod record,53e9af33b7602d970396e6ca
shutdown budget and fund,xiaolei qian,1996,sigmod record,53e99b1bb7602d97023b1913
a consum viewpoint on mediat languag a propos for a standard,"arnon rosenthal, eric hughes, scott renner, leonard j. seligman",1997,sigmod record,53e99e93b7602d9702759158
learn about data integr challeng from day one,alon y. halevy,2003,sigmod record,53e9b78ab7602d97043303cf
t2 a customiz parallel databas for multidimension data,"chialin chang, anurag acharya, alan sussman, joel h. saltz",1998,sigmod record,53e9a27ab7602d9702b7fc2f
careerenhanc servic at sigmod onlin,"alexandros labrinidis, alberto o. mendelzon",2001,sigmod record,53e9a317b7602d9702c230ca
