paper_title,author_names,year,publication_venue,index
build databasedriven electron catalog,sherif danish,1998,sigmod record,53e9aa3ab7602d97033a786d
what can hierarchi do for data wareh,"h. v. jagadish, laks v. s. lakshmanan, divesh srivastava",1999,vldb,53e9a360b7602d9702c6e4af
userdefin tabl oper enhanc exten for ordbm,"michael jaedicke, bernhard mitschang",1999,vldb,53e9b5ceb7602d9704118c76
scientif olap for the biotech domain,nam huyn,2001,vldb,53e9bc21b7602d970488e2a5
discov keyword search in relat databa,"vagelis hristidis, yannis papakonstantinou",2002,vldb,53e9b4b4b7602d9703fccc99
nexusscout an advanc locationba applic on a distribut open mediat platform,"daniela nicklas, matthias großmann, thomas schwarz",2003,vldb,53e9b01db7602d9703a79552
push technolog person through event correl,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb,53e99d28b7602d97025db000
the network as a global databa challeng of interop proactiv interact legaci,"peter c. lockemann, ulrike kölsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter",1997,vldb,53e99d13b7602d97025c7750
effici numer error bound for replic network servic,"haifeng yu, amin vahdat",2000,vldb,53e9b549b7602d970407d58b
retr an effici index structur for regular express,"chee yong chan, minos n. garofalakis, rajeev rastogi",2002,vldb,53e9b46fb7602d9703f6e2e2
link busi to deliv valu a data manag challeng,anand deshpande,2000,vldb,53e9a1b6b7602d9702aad677
wareh workflow data challeng and opportun,"angela bonifati, fabio casati, umeshwar dayal, ming-chien shan",2001,vldb,53e9a791b7602d97030ce622
generic schema match with cupid,"jayant madhavan, philip a. bernstein, erhard rahm",2001,vldb,53e9a9beb7602d970331c113
determin text databa to search in the internet,"weiyi meng, king-lup liu, clement t. yu, xiaodong wang, yuhsi chang, naphtali rishe",1998,vldb,53e9ae17b7602d970382644d
atopss a publishsubscrib system support imperfect inform process,"haifeng liu, hans-arno jacobsen",2004,vldb,53e9ad8db7602d9703784a16
algorithm for mine associ rule for binari segment of huge categor databa,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",1998,vldb,53e9a906b7602d9703258b2a
the cubetr storag organ,"nick roussopoulos, yannis kotidis",1998,vldb,53e99ad7b7602d970235958d
semant access semant interfac for queri databa,"naphtali rishe, jun yuan, rukshan athauda, shu-ching chen, xiaoling lu, xiaobin ma, alexander vaschillo, artyom shaposhnikov, dmitry vasilevsky",2000,vldb,53e9a618b7602d9702f4ac91
the treescap system reus of precomput aggreg over irregular olap hierarchi,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb,53e9a3d4b7602d9702ceacd0
optim multifeatur queri for imag databa,"ulrich güntzer, wolf-tilo balke, werner kießling",2000,vldb,53e998a3b7602d97020dc3bf
oodb bulk load revisit the partitionedlist approach,"janet l. wiener, jeffrey f. naughton",1995,vldb,53e9a2fbb7602d9702c07c03
approxim string join in a databa almost for free,"luis gravano, panagiotis g. ipeirotis, h. v. jagadish, nick koudas, s. muthukrishnan, divesh srivastava",2001,vldb,53e9b991b7602d970458382d
what happen dure a join dissect cpu and memori optim effect,"stefan manegold, peter a. boncz, martin l. kersten",2000,vldb,53e9b822b7602d97043db8e9
similar search for adapt ellipsoid queri use spatial transform,"yasushi sakurai, masatoshi yoshikawa, ryoji kataoka, shunsuke uemura",2001,vldb,53e9bd04b7602d970498de33
rethink databa system architectur toward a selftun riscstyl databa system,"surajit chaudhuri, gerhard weikum",2000,vldb,53e9b7c1b7602d970436c246
manag interv effici in objectrel databa,"hans-peter kriegel, marco pötke, thomas seidl",2000,vldb,53e9a6a6b7602d9702fda536
estim the select of spatial queri use the correl fractal dimen,"alberto belussi, christos faloutsos",1995,vldb,53e9b634b7602d970418e6d3
a onepass algorithm for accur estim quantil for diskresid data,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb,53e9b5a2b7602d97040e9ba6
the general pregroup transform aggregatequeri optim in the presenc of depend,"aris tsois, timos k. sellis",2003,vldb,53e9a603b7602d9702f2ec69
minesettm a system for highend data mine and visual,unamed,1996,vldb,53e9b87fb7602d9704451191
biodiv informat infrastructur an inform common for the biodiv communiti,"gladys a. cotter, barbara t. bauldock",2000,vldb,53e9aa49b7602d97033ba19f
updat propag strategi for improv the qualiti of data on the web,"alexandros labrinidis, nick roussopoulos",2001,vldb,53e9bcfdb7602d9704986a68
bind propag in disjunct databa,sergio greco,1998,vldb,53e9aaa3b7602d970341d6e8
queri multipl featur of group in relat databa,"damianos chatziantoniou, kenneth a. ross",1996,vldb,53e9a8ffb7602d9703251ecc
the longterm preserv of authent electron record,luciana duranti,2001,vldb,53e9aadfb7602d97034614ed
hash join and hash team in microsoft sql server,"goetz graefe, ross bunker, shaun cooper",1998,vldb,53e9b10fb7602d9703b8c48f
oracl industri exhibit,amy pogue,1998,vldb,53e99838b7602d970205f54f
an inject of tree awar ad stairca join to postgresql,"sabine mayer, torsten grust, maurice van keulen, jens teubner",2004,vldb,53e9a44fb7602d9702d6cd99
a platform base on the multidimens data model for analysi of biomolecular structur,"srinath srinivasa, sujit kumar",2003,vldb,53e9b373b7602d9703e522c1
watchman a data wareh intellig cach manag,"peter scheuermann, junho shim, radek vingralek",1996,vldb,53e9b4c3b7602d9703fdc042
implement of two semant queri optim techniqu in db2 univ databa,"qi cheng, jarek gryz, fred koo, t. y. cliff leung, linqi liu, xiaoyan qian, k. bernhard schiefer",1999,vldb,53e9b421b7602d9703f1a155
small materi aggreg a light weight index structur for data wareh,guido moerkotte,1998,vldb,53e9b152b7602d9703bd4396
support increment join queri on rank input,"apostol natsev, yuan-chi chang, john r. smith, chung-sheng li, jeffrey scott vitter",2001,vldb,53e9bad0b7602d97046fd79f
costba select of path express process algorithm in objectori databa,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb,53e99f02b7602d97027ceca4
veri larg databa in a commerci applic environ,karl-heinz hess,1996,vldb,53e99d7ab7602d970263899a
tpcd the challeng issu and result,ramesh bhashyam,1996,vldb,53e9af81b7602d97039c4d92
webserv composit with ograp and osiri,"roger weber, christoph schuler, patrick neukomm, heiko schuldt, hans-jörg schek",2003,vldb,53e9aff4b7602d9703a4878f
datawareh has more colour than just black white,"thomas zurek, markus sinnwell",1999,vldb,53e9a8b0b7602d9703200e80
activ xml peertop data and web servic integr,"serge abiteboul, omar benjelloun, ioana manolescu, tova milo, roger weber",2002,vldb,53e99894b7602d97020d08a1
general gloss to vectorspac databa and broker hierarchi,"luis gravano, hector garcia-molina",1995,vldb,53e99ea7b7602d97027701a1
vipa virtual link power author search in the web,"chi-chun lin, ming-syan chen",2003,vldb,53e9b873b7602d9704443753
bypass join in disjunct queri,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",1995,vldb,53e9aa5cb7602d97033cb71d
implement xqueri,paul cotton,2002,sigmod confer,53e997b9b7602d9701f9ec80
a bilevel bernoulli scheme for databa sampl,"peter j. haas, christian koenig",2004,sigmod confer,53e9b891b7602d9704464f49
dynam content accel a cach solut to enabl scalabl dynam web page generat,"anindya datta, kaushik dutta, krithi ramamritham, helen m. thomas, debra e. vandermeer",2001,sigmod confer,53e9ace1b7602d97036bc3fb
transact support for index view,"goetz graefe, michael j. zwilling",2004,sigmod confer,53e9b5f3b7602d9704146102
host the net runtim in microsoft sql server,"alazel acheson, mason bendixen, josé a. blakeley, peter carlin, ebru ersan, jun fang, xiaowei jiang, christian kleinerman, balaji rathakrishnan, gideon schaller, beysim sezgin, ramachandran venkatesh, honggang zhang",2004,sigmod confer,53e9b565b7602d970409df92
tpcds take deci support benchmark to the next level,"meikel pöss, bryan smith, lubor kollár, per-åke larson",2002,sigmod confer,53e9babab7602d97046e6b56
sonar system for optim numer associationrul,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,sigmod confer,53e9be1ab7602d9704ad4280
bring objectrel technolog to mainstream,"vishu krishnamurthy, sandeepan banerjee, anil nori",1999,sigmod confer,53e9ace9b7602d97036c9763
a framework for chang diagnosi of data stream,charu c. aggarwal,2003,sigmod confer,53e9aa2bb7602d970339ae46
manag larg system with db2 udb,chris eaton,1998,sigmod confer,53e9a92ab7602d970327d1e8
integr vertic and horizont partit into autom physic databa design,"sanjay agrawal, vivek r. narasayya, beverly yang",2004,sigmod confer,53e9af40b7602d970397d55a
an overview of db2 parallel edit,"chaitanya k. baru, gilles fecteau, ambuj goyal, hui-i hsiao, anant jhingran, sriram padmanabhan, walter g. wilson",1995,sigmod confer,53e99b1bb7602d97023b2526
timber a nativ system for queri xml,"stelios paparizos, shurug al-khalifa, adriane chapman, h. v. jagadish, laks v. s. lakshmanan, andrew nierman, jignesh m. patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",2003,sigmod confer,53e9b708b7602d97042a0e42
the role of cryptographi in databa secur,ueli m. maurer,2004,sigmod confer,53e9a018b7602d97028fcb40
on relat support for xml publish beyond sort and tag,"surajit chaudhuri, raghav kaushik, jeffrey f. naughton",2003,sigmod confer,53e9b0b7b7602d9703b2a419
on xml and databa where the beef panel abstract,michael j. carey,2000,sigmod confer,53e9ba05b7602d97046064c2
robust and effici fuzzi match for onlin data clean,"surajit chaudhuri, kris ganjam, venkatesh ganti, rajeev motwani",2003,sigmod confer,53e9b96fb7602d97045615aa
lexequ multilex match oper in sql,"a. kumaran, jayant r. haritsa",2004,sigmod confer,53e9a210b7602d9702b16118
xbase make your gigabyt disk queriabl,"hongjun lu, guoren wang, ge yu, yubin bao, jianhua lv, yaxin yu",2002,sigmod confer,53e9b145b7602d9703bcaa1e
local adapt dimens reduct for index larg time seri databa,"eamonn j. keogh, kaushik chakrabarti, sharad mehrotra, michael j. pazzani",2001,sigmod confer,53e9b179b7602d9703c00992
effici evalu of queri in a mediat for websourc,"vladimir zadorozhny, louiqa raschid, maria-esther vidal, tolga urhan, laura bright",2002,sigmod confer,53e9acf0b7602d97036d0dd2
dbcach middleti databa cach for high scalabl ebusi architectur,"christof bornhövd, mehmet altinel, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,sigmod confer,53e9a401b7602d9702d1ad80
process set express over continu updat stream,"sumit ganguly, minos n. garofalakis, rajeev rastogi",2003,sigmod confer,53e9a7c0b7602d97030fbea0
objectori rapid applic develop in a pc databa environ,unamed,1995,sigmod confer,53e9a2b2b7602d9702bba0e4
start stanford propo for internet metasearch experi paper,"luis gravano, kevin chen-chuan chang, hector garcia-molina, andreas paepcke",1997,sigmod confer,53e99bdcb7602d97024850da
an ebxml infrastructur implement through uddi registri and rosettanet pip,"asuman dogac, yusuf tambag, pinar pembecioglu, sait pektas, gokce laleci, gokhan kurt, serkan toprak, yildiray kabak",2002,sigmod confer,53e9be2eb7602d9704ae82bd
vist a dynam index method for queri xml data by tree structur,"haixun wang, sanghyun park, wei fan, philip s. yu",2003,sigmod confer,53e9a812b7602d9703157a36
broadcast disk data manag for asymmetr communic environ,"swarup acharya, rafael alonso, michael j. franklin, stanley b. zdonik",1995,sigmod confer,53e9b740b7602d97042da0da
hierarch subspac sampl a unifi framework for high dimens data reduct select estim and nearest neighbor search,charu c. aggarwal,2002,sigmod confer,53e9bb22b7602d970475b376
mpeg7 standard for multimedia databa,john r. smith,2001,sigmod confer,53e9bb5ab7602d970479ab43
asera extranet architectur for b2b solut,anil nori,2000,vldb,53e99f7fb7602d970285401d
bigsur a system for the manag of earth scienc data,"paul brown, michael stonebraker",1995,vldb,53e9bbe0b7602d97048302ae
of object and databa a decad of turmoil,"michael j. carey, david j. dewitt",1996,vldb,53e9b321b7602d9703dede86
check and balanc monitor data qualiti problem in network traffic databa,"flip korn, s. muthukrishnan, yunyue zhu",2003,vldb,53e9b15ab7602d9703be095d
effici irstyl keyword search over relat databa,"vagelis hristidis, luis gravano, yannis papakonstantinou",2003,vldb,53e9bd87b7602d9704a2f764
what is the data wareh problem are materi view the answer,"ashish gupta 0001, inderpal singh mumick",1996,vldb,53e9b083b7602d9703aee916
optim queri on compress bitmap,"sihem amer-yahia, theodore johnson",2000,vldb,53e9aedeb7602d970390bad3
control data wareh with knowledg network,"elvira schaefer, jan-dirk becker, andreas boehmer, matthias jarke",2000,vldb,53e9a39db7602d9702caa267
memex a brow assist for collabor archiv and mine of surf trail,"soumen chakrabarti, sandeep srivastava, mallela subramanyam, mitul tiwari",2000,vldb,53e99eb4b7602d970277c41d
semant data cach and replac,"shaul dar, michael j. franklin, björn þór jónsson, divesh srivastava, michael tan",1996,vldb,53e9b4f5b7602d9704024f4c
vxmlr a visual xmlrelat databa system,"aoying zhou, hongjun lu, shihui zheng, yuqi liang, long zhang, wenyun ji, zengping tian",2001,vldb,53e9b2d7b7602d9703d8aa3f
the histori of histogram abridg,yannis e. ioannidis,2003,vldb,53e9b5c2b7602d970410f5a3
fluxqueri an optim xqueri processor for stream xml data,"christoph koch, stefanie scherzinger, nicole schweikardt, bernhard stegmaier",2004,vldb,53e9aa73b7602d97033e964d
flexibl string match against larg databa in practic,"nick koudas, amit marathe, divesh srivastava",2004,vldb,53e9a308b7602d9702c119b3
optim queri with univ quantif in objectori and objectrel databa,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",1997,vldb,53e9b1ffb7602d9703c98cad
whither data mine,"rakesh agrawal, ramakrishnan srikant",2004,vldb,53e9984bb7602d970207a724
media360 workflowimpl a workflow engin insid a databa,carsten blecken,2000,vldb,53e99d96b7602d97026522ac
autom the design of multidimens cluster tabl in relat databa,"sam lightstone, bishwaranjan bhattacharjee",2004,vldb,53e9b8c0b7602d970449bf4d
data stream queri process a tutori,"nick koudas, divesh srivastava",2003,vldb,53e9b8cdb7602d97044b07a0
extend relat databa function with data inconsist resolut support,ilya pevzner,2003,vldb phd workshop,53e9af18b7602d970394f021
ontologyba support for digit govern,"athman bouguettaya, ahmed k. elmagarmid, brahim medjahed, mourad ouzzani",2001,vldb,53e9b39db7602d9703e7c694
estim the select of xml path express for internet scale applic,"ashraf aboulnaga, alaa r. alameldeen, jeffrey f. naughton",2001,vldb,53e9b326b7602d9703df6eca
inform integr and xml in ibm db2,patricia g. selinger,2002,vldb,53e99bcdb7602d9702473ea0
ebusi standard and architectur,anil nori,2002,vldb,53e99a1ab7602d970226c609
experi in feder databa from irodb to miroweb,"peter fankhauser, georges gardarin, m. lopez, j. muñoz, anthony tomasic",1998,vldb,53e99d96b7602d9702651121
aggreg algorithm for veri larg compress data wareh,"jianzhong li, doron rotem, jaideep srivastava",1999,vldb,53e9a9b0b7602d970330d7bf
italian electron ident card principl and architectur,mario gentili,2001,vldb,53e9aef1b7602d970391f6e0
parallel algorithm for highdimens similar join for data mine applic,"john c. shafer, rakesh agrawal",1997,vldb,53e9a1b6b7602d9702aad52d
analyz quantit databa imag is everyth,"amihood amir, reuven kashi, nathan s. netanyahu",2001,vldb,53e998d5b7602d97021119a2
db2 common server technolog progress direct,bruce g. lindsay 0001,1995,vldb,53e9adfeb7602d970380515c
the ndtree a dynam index techniqu for multidimens nonord discret data space,"gang qian, qiang zhu, qiang xue, sakti pramanik",2003,vldb,53e9b4c4b7602d9703fe19f2
schedul for share window join over data stream,"moustafa a. hammad, michael j. franklin, walid g. aref, ahmed k. elmagarmid",2003,vldb,53e9a5a1b7602d9702ecb457
lock protocol for materi aggreg join view,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2003,vldb,53e9b911b7602d97044fa6aa
highperform exten index,marcel kornacker,1999,vldb,53e99ab3b7602d97023308aa
the case for enhanc abstract data type,"praveen seshadri, miron livny, raghu ramakrishnan",1997,vldb,53e99b63b7602d97024058ae
panel futur direct of databa research the vldb broaden strategi part 1,hans-jörg schek,2000,vldb,53e9ba54b7602d970466d242
objectrank authorityba keyword search in databa,"andrey balmin, vagelis hristidis, yannis papakonstantinou",2004,vldb,53e9b082b7602d9703aeb3c1
atlas a small but complet sql exten for data mine and data stream,"haixun wang, carlo zaniolo, chang luo",2003,vldb,53e9a0a6b7602d970298f3c0
xcerpt and visxcerpt from patternba to visual queri of xml and semistructur data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",2003,vldb,53e9b109b7602d9703b89a8a
tribeca a stream databa manag for network traffic analysi,mark sullivan,1996,vldb,53e9a8ccb7602d970321a81d
cach tabl pave the way for an adapt databa cach,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,vldb,53e9a1a1b7602d9702a963ef
evalu topk select queri,"surajit chaudhuri, luis gravano",1999,vldb,53e9a855b7602d970319f23b
a prototyp contentba retriev system that use virtual imag to save space,"leonard brown, le gruenwald",2001,vldb,53e9a774b7602d97030ab28a
a formal perspect on the view select problem,"rada chirkova, alon y. halevy, dan suciu",2001,vldb,53e9af33b7602d970396e8cc
tupl rout strategi for distribut eddi,"feng tian, david j. dewitt",2003,vldb,53e9a51cb7602d9702e3c359
estim of queryresult distribut and it applic in paralleljoin load balanc,"viswanath poosala, yannis e. ioannidis",1996,vldb,53e9adcdb7602d97037d2bce
on the discoveri of interest pattern in associ rule,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",1998,vldb,53e9988cb7602d97020c9678
adapt data broadcast in hybrid network,"konstantinos stathatos, nick roussopoulos, john s. baras",1997,vldb,53e9a154b7602d9702a42c02
a sequenti pattern queri languag for support instant data mine for eserv,"reza sadri, carlo zaniolo, amir m. zarkesh, jafar adibi",2001,vldb,53e9af06b7602d970393ddb1
data stage for ondemand broadcast,"demet aksoy, michael j. franklin, stanley b. zdonik",2001,vldb,53e9b8b4b7602d970449105d
the heterogen problem and middlewar technolog experi with and perform of databa gateway,"fernando de ferreira rezende, klaudia hergula",1998,vldb,53e9b7a5b7602d970434da9d
design implement and perform of the lham logstructur histori data access method,"peter muth, patrick e. o'neil, achim pick, gerhard weikum",1998,vldb,53e9acaeb7602d970368c6ab
schema map as queri discoveri,"renée j. miller, laura m. haas, mauricio a. hernández",2000,vldb,53e9b4d4b7602d9703ff2ce5
buffer and readahead strategi for extern mergesort,"weiye zhang, per-åke larson",1998,vldb,53e9bd4bb7602d97049db3ef
an asynchron avoidanceba cach consist algorithm for client cach dbmss,"m. tamer özsu, kaladhar voruganti, ronald c. unrau",1998,vldb,53e9a51db7602d9702e3f3d1
model and manag etl process,alkis simitsis,2003,vldb phd workshop,53e9af46b7602d97039854d7
combiop databa support for data mine applic,"alexander hinneburg, wolfgang lehner, dirk habich",2003,vldb,53e99c60b7602d970250fbc7
from vldb to vmldb veri mani larg data base deal with largesc semant heterogen,stuart e. madnick,1995,vldb,53e99d58b7602d9702614857
effici manag of multiv document by object referenc,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2001,vldb,53e9a987b7602d97032e01c8
neurorul a connectionist approach to data mine,"hongjun lu, rudy setiono, huan liu",1995,vldb,53e9a042b7602d9702926ac7
feedbackbypass a new approach to interact similar queri process,"ilaria bartolini, paolo ciaccia, florian waas",2001,vldb,53e9aff4b7602d9703a4b525
materi view in oracl,"randall g. bello, karl dias, alan downing, james j. feenan jr., james l. finnerty, william d. norcott, harry sun, andrew witkowski, mohamed ziauddin",1998,vldb,53e99a5cb7602d97022c411f
pivot and unpivot optim and execut strategi in an rdbms,"conor cunningham, goetz graefe, césar a. galindo-legaria",2004,vldb,53e9a689b7602d9702fbaa52
analysi of ndimens quadtr use the hausdorff fractal dimen,"christos faloutsos, volker gaede",1996,vldb,53e9b2d2b7602d9703d7fdf2
spirit sequenti pattern mine with regular express constraint,"minos n. garofalakis, rajeev rastogi, kyuseok shim",1999,vldb,53e9a8ffb7602d970325106d
a databa model for object dynam,"mike p. papazoglou, bernd j. krämer",1997,vldb j,53e9a122b7602d9702a11fe0
psoup a system for stream queri over stream data,"sirish chandrasekaran, michael j. franklin",2003,vldb j,53e998c0b7602d97020fc417
a templat model for multidimens intertransact associ rule,"ling feng, jeffrey xu yu, hongjun lu, jiawei han",2002,vldb j,53e9a6edb7602d9703026291
fast imag retriev use colorspati inform,"beng chin ooi, kian-lee tan, tat-seng chua, wynne hsu",1998,vldb j,53e999aeb7602d97021f4833
the oodb pathmethod generat pmg use access weight and precomput access relev,"ashish mehta, james geller, yehoshua perl, erich j. neuhold",1998,vldb j,53e9a782b7602d97030be58c
retr an effici index structur for regular express,"chee yong chan, minos n. garofalakis, rajeev rastogi",2003,vldb j,53e9b46fb7602d9703f6e2e2
effici similar search for market basket data,"alexandros nanopoulos, yannis manolopoulos",2002,vldb j,53e9b009b7602d9703a64b96
evalu holist aggreg effici for veri larg dataset,"lixin fu, sanguthevar rajasekaran",2004,vldb j,53e9b2d2b7602d9703d82ca4
titl,unamed,1995,vldb j,53e9978eb7602d9701f52d65
effect timestamp in databa,"kristian torp, christian s. jensen, richard t. snodgrass",2000,vldb j,53e99a1ab7602d970226df1d
a logic view of structur file,"serge abiteboul, sophie cluet, tova milo",1998,vldb j,53e99be3b7602d970248c52b
energyperform tradeoff for spatial access method on memoryresid data,"ning an, sudhanva gurumurthi, anand sivasubramaniam, narayanan vijaykrishnan, mahmut t. kandemir, mary jane irwin",2002,vldb j,53e99f3bb7602d970280d837
dynam vptree index for nnearest neighbor search given pairwi distanc,"ada wai-chee fu, polly mei-shuen chan, yin-ling cheung, yiu sang moon",2000,vldb j,53e9bdf6b7602d9704aab9e4
editor note,michael j. franklin,1997,sigmod record,53e99800b7602d970200b5fd
cach invalid scheme for mobil comput system with realtim data,"joe chun-hung yuen, edward chan, kam-yiu lam, hei-wing leung",2000,sigmod record,53e9a15bb7602d9702a4e028
emerg and converg qualit novelti and the uniti of knowledg by mario bung,haim kilov,2004,sigmod record,53e9997eb7602d97021bd8fd
integr content and structur in text retriev,"ricardo a. baeza-yates, gonzalo navarro",1996,sigmod record,53e9ae0bb7602d9703816130
demonstr enabl scalabl onlin person on the web,"kaushik dutta, anindya datta, debra e. vandermeer, krithi ramamritham, helen m. thomas",2000,vldb,53e9b5a8b7602d97040f07ca
author index,unamed,2000,vldb,53e997a6b7602d9701f7da4f
insit a tool for interpret user interact with a web space,"cyrus shahabi, adil faisal, farnoush banaei kashani, jabed faruque",2000,vldb,53e9af8db7602d97039d2df6
an electron patient record on steroid distribut peertop secur and privacyconsci,"serge abiteboul, bogdan alexe, omar benjelloun, bogdan cautis, irini fundulaki, tova milo, arnaud sahuguet",2004,vldb,53e9b9d3b7602d97045ca75d
cluster techniqu for minim extern path length,"ajit a. diwan, sanjeeva rane, s. seshadri, s. sudarshan 0001",1996,vldb,53e99baab7602d970244fbeb
introduct to the special issu on semant integr,"anhai doan, natalya fridman noy, alon y. halevy",2004,sigmod record,53e9b4ceb7602d9703fed728
highperform and scalabl through applic tierinmemori data manag,unamed,2000,vldb,53e9a958b7602d97032b04c3
informationtheoret tool for mine databa structur from larg data set,"periklis andritsos, renée j. miller, panayiotis tsaparas",2004,sigmod confer,53e9a40eb7602d9702d26751
are we work on the right problem panel,michael stonebraker,1998,sigmod confer,53e9a73bb7602d9703070997
of crawler portal mice and men is there more to mine the web panel,"minos n. garofalakis, sridhar ramaswamy, rajeev rastogi, kyuseok shim",1999,sigmod confer,53e9b1f2b7602d9703c88a4c
relax currenc and consist how to say good enough in sql,"hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod confer,53e99c19b7602d97024c59ba
roadrunn automat data extract from datainten web site,"valter crescenzi, giansalvatore mecca, paolo merialdo",2002,sigmod confer,53e99dabb7602d97026695ad
effici knn search on vertic decompo data,"arjen p. de vries, nikos mamoulis, niels nes, martin l. kersten",2002,sigmod confer,53e9afdbb7602d9703a2ff95
warp index with envelop transform for queri by hum,"yunyue zhu, dennis shasha",2003,sigmod confer,53e9a906b7602d97032560dc
enterpri java platform data access,"seth j. white, r. g. g. cattell, sheldon j. finkelstein",1998,sigmod confer,53e9a88cb7602d97031d8bbd
sql open heterogen data access,"berthold reinwald, hamid pirahesh",1998,sigmod confer,53e9b53cb7602d9704073dd6
spreadsheet in rdbms for olap,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, gregory dorman, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",2003,sigmod confer,53e9b4d9b7602d9703ff948d
stripe an effici index for predict trajectori,"jignesh m. patel, yun chen, v. prasad chakka",2004,sigmod confer,53e99e0cb7602d97026d20d8
diamond in the rough find hierarch heavi hitter in multidimens data,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2004,sigmod confer,53e9a6f5b7602d97030287a5
effici and exten algorithm for multi queri optim,"prasan roy, s. seshadri, s. sudarshan 0001, siddhesh bhobe",2000,sigmod confer,53e9acf7b7602d97036d82fb
orderofmagnitud advantag of tpcc though massiv parallel,charles levine,1995,sigmod confer,53e99940b7602d970217d9fa
aurora a data stream manag system,"daniel j. abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, c. erwin, eduardo f. galvez, m. hatoun, anurag maskey, alex rasin, a. singer, michael stonebraker, nesime tatbul, ying xing, r. yan, stanley b. zdonik",2003,sigmod confer,53e9a194b7602d9702a8654b
partit garbag collect of larg object store,"umesh maheshwari, barbara liskov",1997,sigmod confer,53e9af19b7602d9703951a47
inform assur technolog challeng,nicholas j. multari,2004,sigmod confer,53e99a98b7602d9702311bb6
the design of an acquisit queri processor for sensor network,"samuel madden, michael j. franklin, joseph m. hellerstein, wei hong",2003,sigmod confer,53e99ff5b7602d97028d428a
effici process of join on setvalu attribut,nikos mamoulis,2003,sigmod confer,53e9ba54b7602d970466f99c
an adapt peertop network for distribut cach of olap result,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kian-lee tan",2002,sigmod confer,53e9a841b7602d970318b89c
predict and index of move object with unknown motion pattern,"yufei tao, christos faloutsos, dimitris papadias, bin liu 0002",2004,sigmod confer,53e9a02db7602d9702912fc5
p2pdiet an exten p2p servic that unifi adhoc and continu queri in superp network,"stratos idreos, manolis koubarakis, christos tryfonopoulos",2004,sigmod confer,53e9b9a0b7602d9704590907
objectrel databa system principl product and challeng tutori,"michael j. carey, nelson mendonça mattos, anil nori",1997,sigmod confer,53e99db7b7602d970267466a
model for web servic transact,mark c. little,2004,sigmod confer,53e9b061b7602d9703ac5f97
devi integr queri and visual explor of larg dataset demo abstract,"miron livny, raghu ramakrishnan, kevin s. beyer, guangshun chen, donko donjerkovic, shilpa lawande, jussi myllymaki, r. kent wenger",1997,sigmod confer,53e9a5e8b7602d9702f10896
midtier cach the timesten approach,times-ten team,2002,sigmod confer,53e9a396b7602d9702ca8ec1
filter algorithm and implement for veri fast publishsubscrib,"françoise fabret, hans-arno jacobsen, françois llirbat, joão pereira, kenneth a. ross, dennis shasha",2001,sigmod confer,53e99e71b7602d9702736232
improv queri perform with variant index,"patrick e. o'neil, dallan quass",1997,sigmod confer,53e9ba0bb7602d970460b494
data wareh and olap for deci support tutori,"surajit chaudhuri, umeshwar dayal",1997,sigmod confer,53e9accbb7602d97036a9495
effici set join on similar predic,"sunita sarawagi, alok kirpal",2004,sigmod confer,53e99ef4b7602d97027c1f5f
effici queri reformul in peerdata manag system,"igor tatarinov, alon y. halevy",2004,sigmod confer,53e99976b7602d97021b87f6
statist schema match across web queri interfac,"bin he, kevin chen-chuan chang",2003,sigmod confer,53e99940b7602d970217f0f4
select estim for spatiotempor queri to move object,"yong-jin choi, chin-wan chung",2002,sigmod confer,53e9b275b7602d9703d1738f
fastmap a fast algorithm for index datamin and visual of tradit and multimedia dataset,"christos faloutsos, king-ip lin",1995,sigmod confer,53e9b30ab7602d9703dd2d86
fast algorithm for time seri with applic to financ physic music biolog and other suspect,"alberto lerner, dennis shasha, zhihua wang, xiaojian zhao, yunyue zhu",2004,sigmod confer,53e9b581b7602d97040c03b2
ecommerc databa issu and experi,anand rajaraman,1999,sigmod confer,53e9baa6b7602d97046d29b0
